,Id_Car,Nombre_Car,Descrip_Car,Estado_Car,Fecha_Vigencia_Car,Modalidad_Car,Jornada_Car
1823,30fe9056-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de máquinas lavarropas,Tempore minima eaque repellat. Quod est esse asperiores dignissimos. Molestias reiciendis sunt totam eos.,Inactivo,1955-05-10,En linea,Vespertina
1824,30fe9100-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Controlador de instalaciones de procesamiento de productos químicos,Aut doloribus molestiae eos esse debitis. Necessitatibus velit accusamus numquam omnis ad aspernatur quo. Sint laudantium id neque a deserunt.,Activo,1944-11-08,Distancia,Intensiva
1825,30fe91aa-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Mayordomo doméstico,Aliquid dolorum quia dolorem praesentium harum. Cumque mollitia quidem officia magni omnis. Dolorum vitae a magni aliquam.,Inactivo,1973-02-19,Distancia,En linea
1826,30fe925e-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Ecónomo y mayordomos domésticos,Ipsa delectus sapiente ratione enim. Laudantium reprehenderit amet nesciunt animi eum minima. Temporibus omnis excepturi ab sint earum earum.,Inactivo,1973-06-22,Presencial,Intensiva
1827,30fe9308-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Productor y trabajador calificado de explotaciones agropecuarias mixtas,Cupiditate iure nulla necessitatibus odio deleniti. Tempora voluptatibus quibusdam porro error dolores. Est tempore dolor autem quibusdam.,Activo,1968-08-06,Presencial,Intensiva
1828,30fe95ec-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Catador de bebidas,Ipsum praesentium voluptatibus nostrum reprehenderit.,Activo,1942-01-06,Presencial,Intensiva
1829,30fe96aa-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Ingeniero civil,Possimus rem quia rerum quod sit libero. Voluptatum ipsum commodi. Dolor fuga optio id fugiat.,Inactivo,1979-11-06,En linea,En linea
1830,30fe975e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Director de servicios de cuidados infantiles,Omnis nam corrupti delectus est facere. Aut odit vitae officia id quos odit. Cum possimus quaerat ratione voluptates ipsa reiciendis.,Activo,1960-11-14,Distancia,Vespertina
1831,30fe9812-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Trabajador de cuidados personales a domicilio,Ratione magni magni expedita labore aperiam sed. Repudiandae cumque dolores provident. Doloribus rerum amet itaque quisquam.,Activo,1968-07-18,En linea,Vespertina
1832,30fe98bc-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operador de instalaciones de procesamiento de la madera,Necessitatibus tempora voluptatibus qui. Sequi eveniet dolores dolorum facere quisquam accusamus ea. Iste voluptatibus tenetur reprehenderit vitae dolor fuga beatae.,Inactivo,1941-11-24,Presencial,Vespertina
1833,30fe99ac-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Secretario (general),Amet nisi explicabo tenetur perspiciatis veniam nemo. Neque numquam excepturi ex qui voluptate.,Inactivo,1960-09-22,Presencial,Intensiva
1834,30fe9a4c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Trabajador de cuidados personales a domicilio,Eaque cum quia. Magni laudantium voluptate fugiat porro tenetur totam. Quibusdam ipsum laudantium repudiandae.,Inactivo,1965-07-28,En linea,En linea
1835,30fe9b00-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Mecánico y reparador en electrónica,Praesentium hic deleniti. Illum corporis doloribus temporibus.,Inactivo,1972-10-27,Distancia,Vespertina
1836,30fe9baa-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Agrimensor,Alias eveniet illum et fugit. In quod inventore nostrum consectetur ducimus.,Activo,1962-12-09,Distancia,Vespertina
1837,30fe9c5e-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Oficial de las fuerzas armadas,Asperiores totam quas quasi praesentium itaque.,Inactivo,1955-08-19,Presencial,Matutina
1838,30fe9d08-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Acarreador de agua,Laboriosam assumenda velit minima aliquid. Cupiditate exercitationem voluptatem ad quo hic voluptatum. Accusantium temporibus quo eius iure nemo.,Activo,1946-05-19,Presencial,Matutina
1839,30fe9db2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Especialista en políticas y servicios de personal,Quisquam itaque illum earum. Quidem et eius perspiciatis. Voluptatibus officia perferendis tenetur fugiat ducimus esse.,Activo,1962-04-13,En linea,Matutina
1840,30fe9e5c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Personal de pompas fúnebres y embalsamador,At ullam molestias maxime.,Inactivo,1941-06-04,Presencial,Vespertina
1841,30fe9f10-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Técnico en ciencias físicas y químicas,Enim distinctio quas delectus hic quam ad. Corrupti amet neque quaerat placeat tenetur illum enim.,Activo,1964-03-19,En linea,Matutina
1842,30fe9fc4-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Secretario médicos,Culpa voluptatibus beatae deserunt eligendi ratione non porro. Ea at esse.,Inactivo,1943-07-16,Distancia,Intensiva
1843,30fea082-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Repartidor,Accusantium aspernatur eum repudiandae odio. Harum amet quibusdam deserunt tempora modi nulla. Enim architecto deleniti dolore officiis est.,Inactivo,1949-12-06,Presencial,En linea
1844,30fea136-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Maestro de enseñanza primaria,Reprehenderit ea harum assumenda inventore sapiente vero. Amet eaque dolor ex excepturi architecto cum temporibus. Consequuntur pariatur illum at ad.,Inactivo,1962-05-12,Presencial,Vespertina
1845,30fea1e0-74f4-11ed-9ec6-0242ac1c000c,"Licenciatura en Operador de incineradores, instalaciones de tratamiento de agua",Sequi nostrum earum ducimus dolor. Aliquid libero amet perferendis minima deleniti possimus. Aliquam sunt repellat veniam voluptas.,Inactivo,1970-10-03,Presencial,Intensiva
1846,30fea28a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Herrero,Doloremque quasi beatae. Earum quae velit ea quis est nam.,Activo,1957-10-03,En linea,Vespertina
1847,30fea334-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Carpintero,Sequi aspernatur commodi praesentium. Labore atque voluptates debitis.,Activo,1956-11-26,Distancia,Vespertina
1848,30fea3e8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Detective,Aut amet iste impedit suscipit et voluptatibus velit. Vero sapiente ratione dolores accusantium error id.,Inactivo,1968-08-26,Presencial,Matutina
1849,30fea488-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director financiero,Facilis omnis vero reiciendis natus consequatur iure. Repellendus nemo nulla id. Doloribus libero vitae autem provident ad.,Inactivo,1944-03-04,Distancia,Matutina
1850,30fea528-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Conductor de tranvía,Provident laboriosam quo a dolore eligendi. Voluptatem tempore sapiente assumenda nulla. Unde cupiditate totam ea ab. Placeat quod asperiores iste.,Inactivo,1946-10-25,En linea,Intensiva
1851,30fea5d2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Catador de alimentos y bebidas,Officia vero in aliquid voluptas. Fuga maiores facilis. Doloremque commodi voluptatibus omnis.,Inactivo,1960-09-09,Distancia,Vespertina
1852,30fea686-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Moldeador y machero,Molestiae ad officiis rerum earum blanditiis amet vel. Doloremque sequi ipsa nisi accusantium. Dicta modi officiis sapiente.,Activo,1958-02-13,En linea,Matutina
1853,30fea73a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Tapicero,Ex quam eum sequi beatae reiciendis. A expedita ipsa doloribus. Atque ipsam voluptate ab asperiores cupiditate.,Activo,1943-06-06,En linea,Intensiva
1854,30fea7e4-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Coreógrafo,Velit perferendis reiciendis voluptates pariatur earum. Officiis omnis quaerat eveniet voluptatibus perferendis nihil. Ea accusamus quaerat aut.,Inactivo,1958-06-04,En linea,Intensiva
1855,30fea88e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Instalador y reparador de líneas eléctricas,Sint iusto illum totam autem corporis pariatur. Ad distinctio quibusdam fugiat facere animi dicta esse. Ex non officia.,Inactivo,1965-01-24,En linea,Vespertina
1856,30feaf46-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Entrevistador de investigaciones de mercados,Ab deleniti at impedit. Earum dignissimos dolorum eligendi laborum provident.,Inactivo,1949-09-13,Presencial,Vespertina
1857,30feb0b8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Criador de ganado,Quia adipisci explicabo laboriosam earum.,Activo,1962-09-19,Presencial,Intensiva
1858,30feb176-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Conductor de motocicletas,Omnis repellat amet eveniet excepturi. Debitis nostrum quo repellat. Sit ducimus atque itaque quas.,Inactivo,1962-08-17,En linea,Vespertina
1859,30feb22a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de máquinas para fabricar productos de caucho,Illo et explicabo fugiat consectetur doloremque quisquam. Maxime enim quo assumenda excepturi architecto.,Activo,1968-10-28,En linea,En linea
1860,30feb2e8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado de control de abastecimientos e inventario,Quia excepturi aut cumque ipsum minus saepe. Odio placeat quas officiis quo corrupti nostrum mollitia.,Activo,1978-11-14,En linea,En linea
1861,30feb39c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operador de máquinas lavarropas,Laborum a modi impedit magnam eaque voluptatum.,Activo,1977-01-04,Presencial,Matutina
1862,30feb450-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Ensamblador de equipos eléctricos,Ad harum totam vero hic. Eius delectus dolorem recusandae enim aliquam vero.,Activo,1953-04-09,Distancia,Vespertina
1863,30feb504-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Modisto,Earum dolor eum itaque. Dolores accusantium porro velit nostrum dolore.,Activo,1949-02-24,En linea,Matutina
1864,30feb5a4-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Escribiente público,Repellat voluptatibus quia. Asperiores error autem laboriosam. Amet doloribus ipsa voluptatum quo ab iure.,Inactivo,1948-11-05,Presencial,En linea
1865,30feb658-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Inspector de fronteras,Enim repellat earum illum dignissimos sequi numquam dolor. Ratione voluptates delectus amet aut provident quia.,Inactivo,1949-10-14,Presencial,Intensiva
1866,30feb702-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Miembro del poder legislativo,Corrupti doloremque hic qui quis consequuntur doloribus. Consectetur voluptates placeat. Eius ex nesciunt voluptates.,Activo,1965-09-13,En linea,Matutina
1867,30feb7a2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Dinamitero,Totam non iure dignissimos reprehenderit minima itaque. Quia ut ipsum excepturi temporibus. Repudiandae nihil unde dolorum eius laborum.,Inactivo,1947-02-07,En linea,Intensiva
1868,30feb842-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Ensamblador de equipos electrónicos,Autem quasi illum repudiandae aspernatur quos. Asperiores rem nostrum suscipit corporis.,Inactivo,1953-04-23,Distancia,En linea
1869,30feb8e2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Director de teatro,Fuga sint illum expedita laudantium vitae consectetur culpa. Nobis dignissimos repudiandae architecto nostrum consequatur reprehenderit.,Activo,1947-10-14,Distancia,En linea
1870,30feb98c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Mecánico-montador de instalaciones de refrigeración y climatización,Assumenda laudantium nostrum cum. Sint illo nam illum aut ea nisi.,Inactivo,1959-11-30,Presencial,En linea
1871,30feba2c-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de instalaciones de refinación de petróleo y gas natural,Neque error nam laborum recusandae. Dolore commodi placeat.,Inactivo,1956-07-21,Presencial,Vespertina
1872,30febacc-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Estadístico,Iste nisi dolorem quaerat. Quaerat eveniet incidunt ipsa. Quidem repudiandae voluptas ea voluptas.,Inactivo,1941-03-16,En linea,En linea
1873,30febb6c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operador de máquinas para fabricar productos de papel,Neque architecto voluptatum soluta explicabo. Vero sint beatae tempora.,Inactivo,1974-04-07,Distancia,Intensiva
1874,30febc0c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Peón de minas y canteras,Sequi harum id beatae. Sapiente commodi at soluta iste aut. Quidem illo magnam illo animi.,Activo,1959-07-06,En linea,En linea
1875,30febcac-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Pulidor de metales y afilador de herramientas,Eaque delectus amet beatae cum voluptates animi. Ab maxime soluta temporibus. Ipsam minus eum atque iure labore. Ut sequi porro.,Inactivo,1970-05-16,En linea,Vespertina
1876,30febd4c-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Costurero,Vel dolor aut odit a ea odit. Quasi rerum culpa illum corporis laborum aspernatur tenetur. Reiciendis quam numquam culpa voluptates laboriosam.,Inactivo,1963-07-31,En linea,Vespertina
1877,30febdf6-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Montador de estructuras metálicas,Adipisci aspernatur voluptatibus a ullam officia repudiandae. Ea aut sit explicabo.,Activo,1960-03-04,Presencial,Vespertina
1878,30febe96-74f4-11ed-9ec6-0242ac1c000c,"Tecnología en Operador de incineradores, instalaciones de tratamiento de agua",Alias eos quos eum harum officiis voluptate. Sunt amet laborum voluptatem soluta. At doloremque ipsam repellendus dolores magnam officia.,Activo,1947-09-11,Presencial,Matutina
1879,30febf36-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Profesional de medicina alternativa,Repudiandae distinctio aliquid sed hic. Voluptatum fuga quod atque aut eligendi. Inventore neque sapiente quod et.,Activo,1972-05-25,Presencial,Intensiva
1880,30febfcc-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Tronzador,Pariatur occaecati nisi sequi totam sit. Vitae voluptas ad laudantium architecto sapiente vel. Molestiae consectetur nam doloremque vitae culpa odio. Assumenda error velit magnam.,Activo,1974-07-02,En linea,En linea
1881,30fec0c6-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Decorador de interior,Deserunt assumenda natus at id voluptates. Eaque et minima exercitationem illum eius.,Inactivo,1977-11-08,En linea,Matutina
1882,30fec17a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empleado de contabilidad y cálculo de costos,Recusandae fuga nesciunt commodi nihil. Dolores quod rerum quo itaque quas deserunt repellat. Perferendis asperiores repellat quidem.,Inactivo,1950-03-09,Distancia,Intensiva
1883,30fec224-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Encuadernador,Distinctio aspernatur sed voluptatum. Eveniet architecto repudiandae distinctio harum assumenda voluptatem.,Activo,1977-08-22,Presencial,En linea
1884,30fec2ce-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director de producción de piscicultura y pesca,Rem magnam commodi corporis dignissimos quos iusto veritatis. Debitis excepturi quae nostrum a sint. Quibusdam eligendi unde voluptate corrupti.,Inactivo,1978-10-21,En linea,Matutina
1885,30fec36e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de autoelevadoras,Repellendus quidem odit ipsum velit aliquam nostrum. Inventore in repellat eveniet optio et sapiente.,Inactivo,1950-04-27,En linea,En linea
1886,30fec418-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Limpiador y asistente doméstico,Laudantium earum doloribus eligendi. Non doloribus et reiciendis.,Inactivo,1968-06-28,Distancia,En linea
1887,30fec4c2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Maquinista de locomotoras,Sint amet blanditiis magnam unde. Adipisci esse voluptates modi eaque.,Activo,1943-08-15,Distancia,En linea
1888,30fec56c-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Lingüista,Sunt perferendis suscipit perspiciatis sequi. Cum rerum consectetur dolorem delectus.,Inactivo,1953-01-28,Distancia,Intensiva
1889,30fec60c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Veterinario,Ex iure cum placeat veniam. Quae vitae quod esse quo officia perferendis deserunt. Dicta quidem quae exercitationem sint odit.,Inactivo,1940-08-31,En linea,En linea
1890,30fec6b6-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operario de la elaboración de productos lácteos,Cumque possimus et quia. Saepe accusantium doloribus illo totam numquam. Numquam odio ea cumque tenetur expedita. Repellendus omnis iure.,Inactivo,1954-02-16,Distancia,Vespertina
1891,30fec74c-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Apicultor,Totam ad odio reiciendis neque. Ipsum perferendis voluptatum adipisci ad nihil. Consequatur nesciunt minus hic voluptates iusto.,Activo,1944-03-02,Presencial,Matutina
1892,30fec800-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Corrector de pruebas de imprenta,Suscipit ipsum debitis. Nam deserunt error enim iste facere. Dolorem provident esse nam perspiciatis sit.,Inactivo,1970-01-26,En linea,Vespertina
1893,30fec8aa-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Profesional de la publicidad y la comercialización,At quos ipsam asperiores. Delectus debitis aspernatur consequuntur labore quidem praesentium mollitia. Fuga ducimus ducimus ea vero eveniet.,Activo,1962-07-08,Distancia,En linea
1894,30fec94a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Diseñador de interior,Qui odio unde maxime impedit. Aperiam nemo quia optio autem ipsum quidem atque.,Inactivo,1964-03-09,Presencial,Matutina
1895,30fec9e0-74f4-11ed-9ec6-0242ac1c000c,"Tecnología en Operador de máquinas pulidoras, galvanizadoras y recubridoras de metales ",Laudantium veritatis enim doloribus repellendus.,Inactivo,1962-02-18,Presencial,Intensiva
1896,30feca80-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operario de la elaboración de productos lácteos,Sed repellendus autem molestias odit quam. Similique mollitia dolorum tenetur ex ab natus odio. Quod tempora reiciendis labore sit provident.,Activo,1957-03-19,En linea,Matutina
1897,30fecb2a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico de laboratorio médico,Doloribus laborum quaerat fugit assumenda iure. Commodi exercitationem beatae maiores quam inventore. Recusandae quasi aliquam ipsam officia numquam consequatur. Dolores laborum illo reiciendis consequuntur deserunt.,Inactivo,1978-07-29,En linea,Vespertina
1898,30fecbd4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Guardafrenos,Laborum veritatis dolores necessitatibus nobis. Voluptatem molestias blanditiis quasi itaque dicta. Expedita qui nam natus dignissimos sunt.,Inactivo,1978-06-25,Presencial,En linea
1899,30fecc7e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Locutor de televisión,Saepe velit ex iure. Quia atque voluptatibus optio soluta. Repellat iure recusandae doloribus minima.,Activo,1950-02-01,Presencial,Vespertina
1900,30fecd28-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Profesor de universidades y de la enseñanza superior,Possimus veritatis architecto aliquid doloribus.,Activo,1976-11-11,En linea,Matutina
1901,30fecdc8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Médico especialista,Maxime odio magnam hic explicabo accusantium vitae. Adipisci neque iure neque natus. Occaecati ullam debitis nisi.,Inactivo,1954-05-30,Presencial,Intensiva
1902,30fece72-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Limpiador de fachadas,Doloremque excepturi dolor labore consequatur consequuntur. Perferendis non unde consectetur.,Inactivo,1958-09-21,En linea,Intensiva
1903,30fecf12-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Analista de gestión y organización,Nesciunt laudantium neque tenetur aliquam quos nisi. Iusto eum odio ipsum sint velit. Odio at repellendus atque.,Inactivo,1957-03-06,En linea,En linea
1904,30fecfbc-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Nutricionista,Neque aperiam tenetur doloribus odio aperiam architecto.,Inactivo,1964-10-23,Distancia,Vespertina
1905,30fed0e8-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Marinero de cubierta,Ducimus veniam quibusdam mollitia explicabo saepe. Eum cumque culpa facere laborum libero.,Inactivo,1972-11-10,En linea,En linea
1906,30fed1ba-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director de investigación y desarrollo,Voluptatem reiciendis repellendus cupiditate quo molestias. Repellendus reiciendis dolore dolorem sequi alias possimus.,Inactivo,1950-08-13,Presencial,Vespertina
1907,30fed25a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Diseñador de productos,Blanditiis neque repudiandae cupiditate et recusandae vero.,Activo,1966-09-22,Presencial,Vespertina
1908,30fed2fa-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Herrero,Modi facilis quo alias facilis. Veniam quasi expedita architecto. Vitae perferendis enim cumque.,Inactivo,1964-07-21,Distancia,Vespertina
1909,30fed39a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Mecánico y reparador de motores de avión,Omnis architecto quod aliquam. Nostrum fuga nostrum at.,Inactivo,1965-08-05,En linea,Matutina
1910,30fed444-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Asesor financiero y en inversiones,Ut nostrum vero. Totam reiciendis quidem velit accusamus at magnam.,Inactivo,1956-11-27,Distancia,Matutina
1911,30fed4f8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Montador de estructuras metálicas,Doloremque laborum asperiores vitae magni tenetur facilis. Iure quod consectetur culpa. Nobis exercitationem debitis vero tenetur quia.,Inactivo,1966-07-18,En linea,Intensiva
1912,30fed58e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Cuidador de niños,Dolore recusandae doloribus recusandae odio architecto. Recusandae delectus eaque at libero ex. Beatae praesentium debitis iusto nihil.,Activo,1947-04-11,En linea,Intensiva
1913,30fed638-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Tenedor de libros,Cum fuga iure quos. Placeat perspiciatis ducimus nam sit aut.,Inactivo,1973-10-13,En linea,Intensiva
1914,30fed6d8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado de centro de llamadas,Atque consequatur deleniti dolorem deleniti aspernatur. Maxime et voluptate doloremque molestiae tenetur repellendus.,Inactivo,1975-05-19,Distancia,Matutina
1915,30fed76e-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Maleter,A repudiandae perspiciatis sint. Id voluptatum quae officiis dicta.,Activo,1954-08-25,En linea,Matutina
1916,30fed818-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Director de cine,Aspernatur earum nisi iure reprehenderit velit aspernatur ad. Officiis odio occaecati sint cum similique. Voluptas rem dignissimos quos.,Activo,1956-03-25,Presencial,Intensiva
1917,30fed8c2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Diseñador gráfico,Vero impedit itaque odit. Totam iste deserunt voluptate vitae accusantium.,Inactivo,1958-05-17,Distancia,Matutina
1918,30fed96c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Codificador de datos,Et laborum doloribus praesentium quisquam quidem. Fugiat illo nemo quis cum. Laboriosam quae quisquam nemo consectetur animi rem.,Inactivo,1959-03-31,Distancia,Vespertina
1919,30feda0c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Policías,Accusamus sapiente eveniet minima quaerat temporibus. Unde error quos dolores necessitatibus saepe nostrum. Hic ab ut error saepe similique.,Activo,1959-06-12,Distancia,En linea
1920,30fedaa2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Decorador de interior,Molestias earum excepturi neque sapiente nam. Dolor nobis excepturi nemo pariatur culpa fugiat quis. Culpa fugit occaecati velit id architecto at facilis.,Inactivo,1947-09-03,Presencial,Matutina
1921,30fedb42-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Físico,Voluptatum provident dolore aspernatur. Reprehenderit nemo sunt temporibus a saepe nam. At quam est.,Inactivo,1967-07-05,Presencial,En linea
1922,30fedbd8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Escribiente público,Laborum quod animi provident consequuntur corporis rerum. Atque repellat natus vel aliquid enim in.,Activo,1941-04-02,Distancia,Intensiva
1923,30fedc6e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Maestro de enseñanza primaria,Fugit quidem dolorem minima quaerat deserunt labore. Illum asperiores ad numquam accusantium velit. Cumque necessitatibus veritatis deserunt autem fuga quasi.,Activo,1947-06-19,En linea,En linea
1924,30fedd0e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Deshollinador,Cumque rem tempora suscipit sit corporis corporis. Consequuntur adipisci itaque eius. Possimus ipsa doloremque ex.,Inactivo,1964-03-06,En linea,Vespertina
1925,30feddae-74f4-11ed-9ec6-0242ac1c000c,"Ingeniería en Gerente de centros deportivos, de esparcimiento y culturales",Unde temporibus corrupti in fugiat fugit. Voluptatum ad cupiditate molestias voluptatibus ab possimus corporis. Molestias ut dolore.,Activo,1974-03-24,En linea,Intensiva
1926,30fede58-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Tapicero,Vero necessitatibus culpa ab. Enim amet assumenda officia dicta veniam quasi.,Inactivo,1949-12-25,En linea,Vespertina
1927,30fedef8-74f4-11ed-9ec6-0242ac1c000c,"Licenciatura en Técnico en galerías de arte, museos y bibliotecas",Nam magnam sit minus blanditiis impedit eveniet. Autem quam velit id sed.,Inactivo,1942-02-14,En linea,Matutina
1928,30fedf98-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Agente de bolsa,Excepturi sit aut. Tenetur excepturi illum tenetur laudantium ratione. Laborum explicabo error ipsum.,Inactivo,1969-12-25,Distancia,Intensiva
1929,30fee042-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Tronzador,Minima maiores recusandae et. Ex pariatur delectus sapiente.,Inactivo,1953-08-06,Distancia,Matutina
1930,30fee0e2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Inspector de la salud laboral,Minima voluptatum dolorum. Vitae impedit vitae necessitatibus cumque vero. Distinctio consequatur quis dolorem ipsa modi.,Activo,1957-06-05,En linea,Matutina
1931,30fee182-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Lavador de vehículos,Aliquid esse voluptate consectetur perspiciatis veniam. Voluptates autem illo voluptatum deleniti ipsa. Natus eveniet sunt modi voluptas.,Activo,1959-09-07,Distancia,Vespertina
1932,30fee22c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado de control de abastecimientos e inventario,Fugiat fugiat nesciunt et cumque a amet. Dolorum molestias suscipit molestiae.,Inactivo,1954-12-30,Presencial,Intensiva
1933,30fee2e0-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Camarero de barra,Eius molestias vel nobis. Eos sit voluptas quas placeat.,Activo,1955-06-16,En linea,Matutina
1934,30fee380-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Agrimensor,Consequuntur minus aliquid maiores reprehenderit sapiente saepe. Earum earum ut.,Inactivo,1945-08-11,Distancia,En linea
1935,30fee42a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Trabajador agrícola de subsistencia,Rerum commodi deleniti asperiores explicabo. Aliquid doloribus unde maiores. Tenetur ea maiores culpa pariatur.,Activo,1945-04-14,En linea,Intensiva
1936,30fee4d4-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Labrante,Eius voluptate sed et. Eum facilis sed dolore.,Inactivo,1954-07-08,Presencial,Vespertina
1937,30fee57e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Agente inmobiliario,Numquam et id laudantium numquam alias. In voluptas autem cum dolores tempora minima. Commodi exercitationem deserunt quia sit officiis aliquam.,Activo,1941-11-18,Distancia,Intensiva
