,ID_Parametros,Accion_Afir_Socioeco_Para,Accion_Afir_Terri_Para,Accion_Afir_Rural_Para,Accion_Afir_Vulnera_Para,Accion_Afir_Pueblos_Nacion_Para,Cupos_Oferta_Car_Para,Fecha_Cupos_Oferta_Car_Para,Puntaje_Refer_Car_Para
2165,0ab0b322-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,13,2022-07-03,719
2166,0ab0b37c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,17,2022-07-15,775
2167,0ab0b3e0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,20,2022-09-09,737
2168,0ab0b444-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,37,2022-08-01,885
2169,0ab0b4a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,16,2022-05-27,972
2170,0ab0b50c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,21,2022-08-30,814
2171,0ab0b570-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,10,2022-09-20,719
2172,0ab0b5d4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,43,2022-06-13,944
2173,0ab0b638-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,18,2022-11-28,814
2174,0ab0b69c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,46,2022-10-11,703
2175,0ab0b700-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,3,2022-11-06,975
2176,0ab0b75a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,18,2022-10-21,850
2177,0ab0b7be-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,14,2022-08-30,874
2178,0ab0b822-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,22,2022-11-23,715
2179,0ab0b886-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,11,2022-08-07,710
2180,0ab0b8ea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,14,2022-09-22,777
2181,0ab0b944-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,41,2022-07-25,780
2182,0ab0b9a8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,40,2022-10-25,734
2183,0ab0ba0c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,48,2022-09-15,722
2184,0ab0ba70-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,30,2022-06-20,764
2185,0ab0bad4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,30,2022-09-18,730
2186,0ab0bb2e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,34,2022-05-23,959
2187,0ab0bb92-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,29,2022-05-16,838
2188,0ab0bbf6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,6,2022-08-24,878
2189,0ab0bc5a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,38,2022-08-11,846
2190,0ab0bcbe-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,29,2022-05-23,895
2191,0ab0bd18-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,45,2022-10-15,714
2192,0ab0bd7c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,38,2022-08-03,802
2193,0ab0bde0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,18,2022-05-02,870
2194,0ab0be44-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,34,2022-11-15,849
2195,0ab0bea8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,16,2022-07-28,906
2196,0ab0bf0c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,5,2022-11-08,964
2197,0ab0bf66-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,35,2022-09-03,771
2198,0ab0bfca-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,44,2022-11-05,887
2199,0ab0c04c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,21,2022-08-20,709
2200,0ab0c0b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,47,2022-07-09,735
2201,0ab0c10a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,5,2022-06-28,817
2202,0ab0c16e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,46,2022-07-13,846
2203,0ab0c1dc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,6,2022-07-20,749
2204,0ab0c236-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,2,2022-11-13,890
2205,0ab0c29a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,33,2022-10-17,825
2206,0ab0c2fe-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,5,2022-08-23,873
2207,0ab0c362-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,37,2022-05-12,870
2208,0ab0c3f8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,46,2022-11-17,791
2209,0ab0c466-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,37,2022-06-05,751
2210,0ab0c4ca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,45,2022-06-28,798
2211,0ab0c52e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,41,2022-07-20,984
2212,0ab0c588-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,0,2022-10-04,875
2213,0ab0c664-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,31,2022-07-11,880
2214,0ab0c6be-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,28,2022-09-27,746
2215,0ab0c718-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,5,2022-07-02,828
2216,0ab0c77c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,48,2022-10-08,713
2217,0ab0c862-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,24,2022-09-03,834
2218,0ab0c8f8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,27,2022-09-04,759
2219,0ab0c984-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Falso,8,2022-06-11,901
2220,0ab0ca1a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,47,2022-07-05,971
2221,0ab0caa6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,17,2022-08-09,949
2222,0ab0cb3c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,43,2022-05-17,851
2223,0ab0cbc8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,40,2022-10-04,718
2224,0ab0d078-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,48,2022-09-09,950
2225,0ab0d118-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,12,2022-09-27,840
2226,0ab0d1ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,47,2022-09-01,903
2227,0ab0d244-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,40,2022-10-17,989
2228,0ab0d2da-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,40,2022-09-03,926
2229,0ab0d370-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,35,2022-10-03,903
2230,0ab0d3e8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,5,2022-08-02,887
2231,0ab0d442-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,16,2022-06-27,798
2232,0ab0d49c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,50,2022-06-02,743
2233,0ab0d4f6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,22,2022-10-17,906
2234,0ab0d550-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,15,2022-06-15,853
2235,0ab0d5aa-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,50,2022-07-24,921
2236,0ab0d604-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,48,2022-08-11,721
2237,0ab0d65e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,48,2022-06-30,807
2238,0ab0d6c2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,31,2022-10-21,705
2239,0ab0d71c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,33,2022-06-18,814
2240,0ab0d776-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,48,2022-05-09,987
2241,0ab0d7d0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,21,2022-08-21,777
2242,0ab0d82a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,3,2022-06-12,943
2243,0ab0d884-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,17,2022-07-01,817
2244,0ab0d8de-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,4,2022-10-07,930
2245,0ab0d956-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,23,2022-05-22,974
2246,0ab0d9ba-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,39,2022-06-18,705
2247,0ab0da14-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,30,2022-10-16,874
2248,0ab0da78-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,10,2022-05-14,809
2249,0ab0dad2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,25,2022-06-26,824
2250,0ab0db2c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,41,2022-10-03,741
2251,0ab0db86-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,8,2022-05-30,710
2252,0ab0dbe0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,43,2022-09-30,712
2253,0ab0dc3a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,45,2022-09-27,717
2254,0ab0dc94-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,17,2022-09-12,949
2255,0ab0dcee-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,34,2022-10-11,886
2256,0ab0dd48-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,44,2022-09-20,715
2257,0ab0dda2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,15,2022-06-13,943
2258,0ab0de06-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,42,2022-09-28,724
2259,0ab0de60-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,0,2022-05-09,963
2260,0ab0deba-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,7,2022-10-06,987
2261,0ab0df14-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,33,2022-06-26,717
2262,0ab0df82-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,21,2022-08-28,845
2263,0ab0dfdc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,1,2022-05-02,711
2264,0ab0e036-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,28,2022-09-03,791
2265,0ab0e090-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,10,2022-07-02,858
2266,0ab0e0ea-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,34,2022-11-10,714
2267,0ab0e144-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,34,2022-09-10,708
2268,0ab0e19e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,34,2022-10-18,794
2269,0ab0e1f8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,3,2022-11-11,836
2270,0ab0e252-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,35,2022-10-07,716
2271,0ab0e2ac-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,6,2022-07-14,809
2272,0ab0e306-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,19,2022-09-26,784
2273,0ab0e360-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,19,2022-11-01,812
2274,0ab0e3c4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,38,2022-05-08,836
2275,0ab0e41e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,36,2022-05-17,914
2276,0ab0e478-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,18,2022-05-18,790
2277,0ab0e4d2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,9,2022-09-22,886
2278,0ab0e52c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,1,2022-08-14,952
2279,0ab0e586-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,44,2022-09-19,759
2280,0ab0e5e0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,33,2022-10-16,917
2281,0ab0e63a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,14,2022-10-23,859
2282,0ab0e69e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,39,2022-06-17,883
2283,0ab0e6f8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,24,2022-06-01,867
2284,0ab0e752-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,1,2022-05-06,781
2285,0ab0e7ac-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,21,2022-05-11,926
2286,0ab0e806-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Falso,5,2022-07-10,787
2287,0ab0e860-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,16,2022-06-16,702
2288,0ab0e8ba-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,22,2022-09-12,949
2289,0ab0e91e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,17,2022-06-02,912
2290,0ab0e978-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,0,2022-07-17,935
2291,0ab0e9d2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,18,2022-05-11,726
2292,0ab0ea2c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,10,2022-09-24,996
2293,0ab0ea86-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,46,2022-11-08,987
2294,0ab0eb30-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,8,2022-09-29,770
2295,0ab0eb8a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,49,2022-07-18,908
2296,0ab0ebe4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,17,2022-09-26,993
2297,0ab0ec48-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,3,2022-09-08,863
2298,0ab0eca2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,10,2022-05-22,714
2299,0ab0ecfc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,14,2022-10-10,967
2300,0ab0ed56-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,32,2022-07-04,825
2301,0ab0ee50-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Falso,34,2022-07-11,947
2302,0ab0eee6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,13,2022-08-01,783
2303,0ab0ef68-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,36,2022-11-20,747
2304,0ab0effe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,39,2022-05-30,922
2305,0ab0f08a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,16,2022-10-25,992
2306,0ab0f120-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,26,2022-10-16,927
2307,0ab0f1b6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,26,2022-05-04,737
2308,0ab0f24c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,15,2022-07-10,852
2309,0ab0f2e2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,13,2022-08-25,967
2310,0ab0f42c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,14,2022-05-26,830
2311,0ab0f4cc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,31,2022-11-03,957
2312,0ab0f562-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,17,2022-05-23,751
2313,0ab0f5ee-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,45,2022-07-26,928
2314,0ab0f670-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,6,2022-07-31,787
2315,0ab0f6d4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,6,2022-05-15,879
2316,0ab0f72e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,6,2022-05-13,761
2317,0ab0f788-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,2,2022-07-28,740
2318,0ab0f7ec-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,6,2022-10-26,933
2319,0ab0f850-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,41,2022-08-07,943
2320,0ab0f8aa-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,34,2022-07-07,883
2321,0ab0f90e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,0,2022-09-06,709
2322,0ab0f968-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,22,2022-10-04,968
2323,0ab0f9c2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,15,2022-09-06,857
2324,0ab0fa1c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,8,2022-08-09,754
2325,0ab0fa9e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,9,2022-06-25,720
2326,0ab0faf8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,45,2022-09-20,805
2327,0ab0fbc0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,21,2022-07-17,948
2328,0ab0fc24-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,0,2022-11-29,744
2329,0ab0fc92-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,2,2022-10-17,871
2330,0ab0fcf6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,45,2022-08-19,720
2331,0ab0fd50-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,50,2022-08-26,764
2332,0ab0fdb4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,8,2022-09-18,892
2333,0ab0fe0e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,36,2022-09-17,923
2334,0ab0fe72-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,23,2022-07-16,717
2335,0ab0fecc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,7,2022-09-20,994
2336,0ab0ff26-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,45,2022-08-09,890
2337,0ab0ff8a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,36,2022-06-07,995
2338,0ab0ffe4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,39,2022-08-19,825
2339,0ab1003e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,19,2022-11-19,703
2340,0ab100a2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,23,2022-09-07,985
2341,0ab100fc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,15,2022-06-10,862
2342,0ab10156-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,18,2022-06-09,940
2343,0ab101ba-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,40,2022-08-15,840
2344,0ab10214-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,48,2022-10-26,807
2345,0ab10278-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,41,2022-06-18,971
2346,0ab102d2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,33,2022-08-28,837
2347,0ab1032c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Verdadero,29,2022-06-18,709
2348,0ab10386-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,10,2022-05-07,776
2349,0ab103ea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,31,2022-11-08,742
2350,0ab10444-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,3,2022-10-09,813
2351,0ab1049e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,43,2022-06-28,968
2352,0ab104f8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,30,2022-06-23,947
2353,0ab1055c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,0,2022-08-08,975
2354,0ab105b6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,28,2022-11-07,991
2355,0ab10610-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,6,2022-10-10,975
2356,0ab10674-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,31,2022-08-12,789
2357,0ab106ce-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,15,2022-10-04,789
2358,0ab10728-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,23,2022-11-25,756
2359,0ab10782-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,7,2022-09-02,991
2360,0ab107dc-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,32,2022-06-18,740
2361,0ab10840-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,34,2022-10-30,1000
2362,0ab1089a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,12,2022-11-03,850
2363,0ab108f4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,13,2022-09-01,922
2364,0ab1094e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,40,2022-10-23,993
2365,0ab109b2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,30,2022-11-29,821
2366,0ab10a0c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,6,2022-10-10,703
2367,0ab10a66-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,18,2022-06-17,861
2368,0ab10aca-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,14,2022-05-05,846
2369,0ab10b24-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,26,2022-08-17,775
2370,0ab10b7e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,16,2022-09-14,908
2371,0ab10bd8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,29,2022-11-14,966
2372,0ab10c3c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,8,2022-09-21,702
2373,0ab10c96-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,3,2022-09-27,883
2374,0ab10d86-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,16,2022-05-21,747
2375,0ab10e1c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,10,2022-08-07,952
2376,0ab10ea8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,49,2022-05-18,747
2377,0ab10fde-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,44,2022-10-22,887
2378,0ab1107e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,17,2022-09-09,821
